Country,Population,Birth_Rate,Life_expectancy,Latitude,Longitude,continent,date,total_cases,total_deaths,total_vaccinations,total_tests,new_cases,2022_Population,2020_Population,Rank,Growth_Rate,Area,Density
Norway,"5,347,896",10.4,82.8,60.472024,8.468946,Europe,8/7/2021,140466,804,5711230,6656597,262,5434319,5379839,120,1.0058,323802,16.7828
India,"1,366,417,754",17.86,69.4,20.593684,78.96288,Asia,8/7/2021,31934455,427862,506810492,478316964,39070,1417173173,1396387127,2,1.0068,3287590,431.0675
Namibia,"2,494,530",28.64,63.4,-22.95764,18.49041,Africa,8/7/2021,120814,3182,228351,625854,319,2567012,2489098,145,1.0146,825615,3.1092
Paraguay,"7,044,636",20.57,74.1,-23.442503,-58.443832,South America,8/7/2021,454865,15268,3017146,1700239,323,6780744,6618695,109,1.0115,406752,16.6705
United Arab Emirates,"9,770,529",10.33,77.8,23.424076,53.847818,Asia,8/7/2021,691554,1971,17097354,67618636,1545,9441129,9287289,97,1.0081,83600,112.9322
Switzerland,"8,574,832",10,83.6,46.818188,8.227512,Europe,8/7/2021,723968,10797,9167376,8815654,0,8740472,8638613,101,1.0056,41284,211.7157
Qatar,"2,832,067",9.54,80.1,25.354826,51.183884,Asia,8/7/2021,227472,601,3942271,856367,199,2695122,2760385,143,1.0026,11586,232.6189
Equatorial Guinea,"1,355,986",33.24,58.4,1.650801,10.267895,Africa,8/7/2021,8940,123,314289,180000,0,1674908,1596049,152,1.0247,28051,59.7094
Colombia,"50,339,443",14.88,77.1,4.570868,-74.297333,South America,8/7/2021,4834634,122277,30244618,22916857,6051,51874024,50930662,28,1.0069,1141748,45.4339
Pakistan,"216,565,318",28.25,67.1,30.375321,69.345116,Asia,8/7/2021,1067580,23865,37424706,16393404,4455,235824862,227196741,5,1.0191,881912,267.4018
Saint Kitts and Nevis,"52,823",12.6,71.3,17.357822,-62.782998,North America,8/7/2021,611,3,43873,26714,8,47657,47642,211,1.0011,261,182.5939
Argentina,"44,938,712",17.02,76.5,-38.416097,-63.616672,South America,8/7/2021,5012754,107302,34430142,20411447,9803,45510318,45036032,33,1.0052,2780400,16.3683
Dominican Republic,"10,738,958",19.51,73.9,18.735693,-70.162651,North America,8/7/2021,344151,3974,10444741,1867427,322,11228821,10999664,84,1.01,48671,230.7087
Panama,"4,246,439",18.98,78.3,8.537981,-80.782127,North America,8/7/2021,441316,6894,3092971,3434308,1717,4408581,4294396,128,1.0132,75417,58.4561
Bahrain,"1,501,635",13.99,77.2,26.0667,50.5577,Asia,8/7/2021,269949,1384,2363305,5553728,101,1472233,1477469,154,1.0061,765,1924.4876
Estonia,"1,331,824",10.9,78.2,58.595272,25.013607,Europe,8/7/2021,134950,1277,1170049,1650958,230,1326062,1329444,156,0.998,45227,29.3201
Indonesia,"270,203,917",18.07,71.5,-0.789275,113.921327,Asia,8/7/2021,3639616,105598,73147087,18829789,31753,275501339,271857970,4,1.0064,1904569,144.6529
Uruguay,"3,461,734",13.86,77.8,-32.522779,-55.765835,South America,8/7/2021,382360,5986,4914638,3127799,65,3422794,3429086,133,0.999,181034,18.9069
Nepal,"28,608,710",19.89,70.5,28.394857,84.124008,Asia,8/7/2021,712740,10038,6802415,4028951,2231,30547580,29348627,49,1.0171,147181,207.5511
Slovenia,"2,087,946",9.4,81,46.151241,14.995463,Europe,8/7/2021,260041,4431,1738503,1402561,132,2119844,2117641,148,1.0002,20273,104.5649
Bangladesh,"167,310,838",18.18,72.3,23.684994,90.356331,Asia,8/7/2021,1343396,22411,14699590,8021999,8136,171186372,167420951,8,1.0108,147570,1160.035
Croatia,"4,067,500",9,78.1,45.1,15.2,Europe,8/7/2021,364832,8271,3123548,2345366,233,4030358,4096868,130,0.9927,56594,71.2153
France,"67,059,887",11.3,82.5,46.227638,2.213749,Europe,8/7/2021,6327928,112232,78244622,110326769,25857,64626628,64480053,23,1.0015,551695,117.1419
Ukraine,"44,385,155",8.7,71.6,48.379433,31.16558,Europe,8/7/2021,2343046,55836,6487273,11509815,1647,39701739,43909666,38,0.912,603500,65.7858
United States,"328,239,523",11.6,78.5,37.09024,-95.712891,North America,8/7/2021,35872501,616559,358601593,501399886,60451,338289857,335942003,3,1.0038,9372610,36.0935
Maldives,"530,953",14.2,78.6,3.202778,73.22068,Asia,8/7/2021,78243,222,614833,1242628,113,523787,514438,174,1.0045,300,1745.9567
Zimbabwe,"14,645,468",30.68,61.2,-19.015438,29.154857,Africa,8/7/2021,115890,3826,2853397,1013912,445,16320537,15669666,74,1.0204,390757,41.7665
Trinidad and Tobago,"1,394,973",12.94,73.4,10.691803,-61.222503,North America,8/7/2021,40104,1129,638567,278047,527,1531044,1518147,153,1.0035,5130,298.4491
Poland,"37,970,874",10.2,77.6,51.919438,19.145136,Europe,8/7/2021,2883976,75285,34986764,18471289,180,39857145,38428366,37,1.0404,312679,127.4698
Belgium,"11,484,055",10.3,81.6,50.503887,4.469936,Europe,8/7/2021,1136726,25268,15326861,17676390,0,11655930,11561717,81,1.0038,30528,381.8111
Canada,"36,991,981",10.1,81.9,56.130366,-106.346771,North America,8/7/2021,1442740,26866,50648214,38888507,719,38454327,37888705,39,1.0078,9984670,3.8513
Sri Lanka,"21,803,000",15.83,76.8,7.873054,80.771797,Asia,8/7/2021,326043,5017,13570682,4819103,1820,21832143,21715079,61,1.0027,65610,332.7563
Netherlands,"17,332,850",9.7,81.8,52.132633,5.291266,Europe,8/7/2021,1888755,17901,21610554,15769574,2318,17564014,17434557,71,1.0036,41850,419.6897
Australia,"25,766,605",12.6,82.7,-25.274398,133.775136,Oceania,8/7/2021,36328,938,13673060,26366214,277,26177413,25670051,55,1.0099,7692024,3.4032
Bolivia,"11,513,100",21.75,71.2,-16.290154,-63.588653,South America,8/7/2021,477262,17959,4724095,2134575,467,12224110,11936162,80,1.012,1098581,11.1272
Peru,"32,510,453",17.95,76.5,-9.189967,-75.015152,South America,8/7/2021,2124128,196873,15238852,15807736,1571,34049588,33304756,44,1.0099,1285216,26.4933
Denmark,"5,818,553",10.6,81,56.26392,9.501785,Europe,8/7/2021,322965,2552,7621468,38320118,946,5882261,5825641,115,1.0048,43094,136.4984
Ecuador,"17,373,662",19.72,76.8,-1.831239,-78.183406,South America,8/7/2021,491831,31788,13992854,1618185,646,18001000,17588595,67,1.0114,276841,65.0229
South Korea,"51,709,098",6.4,82.6,35.907757,127.766922,Asia,8/7/2021,210956,2121,27824245,21288127,1728,51815810,51844690,29,0.9997,100210,517.0722
Greece,"10,716,322",8.1,81.3,39.074208,21.824312,Europe,8/7/2021,512342,13058,10806193,13328626,2746,10384971,10512232,90,0.9942,131990,78.68
United Kingdom,"66,834,405",11,81.3,55.378051,-3.435973,Europe,8/7/2021,6051850,130372,86466264,239532985,28268,67508936,67059474,21,1.0034,242900,277.9289
Latvia,"1,912,789",10,74.7,56.879635,24.603189,Europe,8/7/2021,139347,2559,1356890,3133798,63,1850651,1897052,151,0.9876,64559,28.666
Finland,"5,520,314",8.6,81.7,61.92411,25.748151,Europe,8/8/2021,112906,1023,5938715,6119691,485,5540745,5529468,118,1.0009,338424,16.3722
Spain,"47,076,781",7.9,83.3,40.463667,-3.74922,Europe,8/8/2021,4588132,82006,59108679,53838155,0,47558630,47363807,30,1.0015,505992,93.9909
Argentina,"44,938,712",17.02,76.5,-38.416097,-63.616672,South America,8/8/2021,5018895,107459,34624926,20457578,6141,45510318,45036032,33,1.0052,2780400,16.3683
Zimbabwe,"14,645,468",30.68,61.2,-19.015438,29.154857,Africa,8/8/2021,116327,3900,2886551,1019127,437,16320537,15669666,74,1.0204,390757,41.7665
Bahrain,"1,501,635",13.99,77.2,26.0667,50.5577,Asia,8/8/2021,270060,1384,2372765,5570650,111,1472233,1477469,154,1.0061,765,1924.4876
Estonia,"1,331,824",10.9,78.2,58.595272,25.013607,Europe,8/8/2021,135076,1277,1172117,1653758,126,1326062,1329444,156,0.998,45227,29.3201
France,"67,059,887",11.3,82.5,46.227638,2.213749,Europe,8/8/2021,6348388,112263,78382141,110508064,20460,64626628,64480053,23,1.0015,551695,117.1419
South Africa,"58,558,270",20.51,63.9,-30.559482,22.937506,Africa,8/8/2021,2533466,74813,8602124,15257317,9978,59893885,58801927,24,1.0084,1221037,49.0517
Germany,"83,132,799",9.5,80.9,51.165691,10.451526,Europe,8/8/2021,3797849,91791,95723193,68376551,2240,83369843,83328988,19,0.9995,357114,233.4544
Panama,"4,246,439",18.98,78.3,8.537981,-80.782127,North America,8/8/2021,442295,6906,3142065,3445271,979,4408581,4294396,128,1.0132,75417,58.4561
Indonesia,"270,203,917",18.07,71.5,-0.789275,113.921327,Asia,8/8/2021,3666031,107096,74275263,18932354,26415,275501339,271857970,4,1.0064,1904569,144.6529
Ukraine,"44,385,155",8.7,71.6,48.379433,31.16558,Europe,8/8/2021,2344260,55867,6538718,11528091,1214,39701739,43909666,38,0.912,603500,65.7858
Colombia,"50,339,443",14.88,77.1,4.570868,-74.297333,South America,8/8/2021,4838984,122458,30379000,22972878,4350,51874024,50930662,28,1.0069,1141748,45.4339
Albania,"2,854,191",11.78,78.5,41.153332,20.168331,Europe,8/8/2021,133912,2459,1259952,890695,182,2842321,2866849,138,0.9957,28748,98.8702
Armenia,"2,957,731",13.99,74.9,40.069099,45.038189,Asia,8/8/2021,232157,4650,194902,1396508,234,2780469,2805608,140,0.9962,29743,93.4831
Paraguay,"7,044,636",20.57,74.1,-23.442503,-58.443832,South America,8/8/2021,455120,15293,3038751,1703381,255,6780744,6618695,109,1.0115,406752,16.6705
Qatar,"2,832,067",9.54,80.1,25.354826,51.183884,Asia,8/8/2021,227689,601,3951518,875144,217,2695122,2760385,143,1.0026,11586,232.6189
Guatemala,"16,604,026",24.56,74.1,15.783471,-90.230759,North America,8/8/2021,390514,10771,2698865,1952546,1004,17843908,17362718,68,1.0134,108889,163.8725
Namibia,"2,494,530",28.64,63.4,-22.95764,18.49041,Africa,8/8/2021,121043,3191,228548,627260,229,2567012,2489098,145,1.0146,825615,3.1092
Sweden,"10,285,453",11.4,82.5,60.128161,18.643501,Europe,8/8/2021,1104538,14657,11191888,11054512,0,10549347,10368969,87,1.0079,450295,23.4276
Latvia,"1,912,789",10,74.7,56.879635,24.603189,Europe,8/8/2021,139421,2559,1358006,3142299,74,1850651,1897052,151,0.9876,64559,28.666
Greece,"10,716,322",8.1,81.3,39.074208,21.824312,Europe,8/8/2021,514192,13075,10807733,13500753,1850,10384971,10512232,90,0.9942,131990,78.68
United Arab Emirates,"9,770,529",10.33,77.8,23.424076,53.847818,Asia,8/8/2021,692964,1975,17113003,67893116,1410,9441129,9287289,97,1.0081,83600,112.9322
Norway,"5,347,896",10.4,82.8,60.472024,8.468946,Europe,8/8/2021,140836,804,5712206,6666467,370,5434319,5379839,120,1.0058,323802,16.7828
Brazil,"212,559,417",13.92,75.7,-14.235004,-51.92528,South America,8/8/2021,20169989,563417,152680029,55633393,13894,215313498,213196304,7,1.0046,8515767,25.2841
Sri Lanka,"21,803,000",15.83,76.8,7.873054,80.771797,Asia,8/8/2021,329994,5111,13765238,4843155,3951,21832143,21715079,61,1.0027,65610,332.7563
Switzerland,"8,574,832",10,83.6,46.818188,8.227512,Europe,8/8/2021,723968,10798,9168203,8826048,0,8740472,8638613,101,1.0056,41284,211.7157
Trinidad and Tobago,"1,394,973",12.94,73.4,10.691803,-61.222503,North America,8/8/2021,40233,1137,645245,278397,129,1531044,1518147,153,1.0035,5130,298.4491
Saudi Arabia,"34,268,528",17.8,75,23.885942,45.079162,Asia,8/8/2021,531935,8311,29951707,25914807,0,36408820,35997107,41,1.0128,2149690,16.9368
Croatia,"4,067,500",9,78.1,45.1,15.2,Europe,8/8/2021,365045,8272,3125230,2352357,213,4030358,4096868,130,0.9927,56594,71.2153
Peru,"32,510,453",17.95,76.5,-9.189967,-75.015152,South America,8/8/2021,2125345,196950,15601863,15843728,1217,34049588,33304756,44,1.0099,1285216,26.4933
Mexico,"126,014,024",17.6,75,23.634501,-102.552784,North America,8/8/2021,2971817,244420,71654978,8582015,7573,127504125,125998302,10,1.0063,1964375,64.9082
South Korea,"51,709,098",6.4,82.6,35.907757,127.766922,Asia,8/8/2021,212448,2125,27856104,21396948,1492,51815810,51844690,29,0.9997,100210,517.0722
New Zealand,"4,841,000",11.98,81.9,-40.900557,174.885971,Oceania,8/8/2021,2890,26,2213101,2523643,4,5185288,5061133,123,1.0108,270467,19.1716
Malaysia,"32,447,385",16.75,76,4.210484,101.975766,Asia,8/8/2021,1262540,10749,24995007,22811928,18688,33938221,33199993,45,1.0109,330803,102.5934
Philippines,"108,116,615",20.55,71.1,12.879721,121.774017,Asia,8/8/2021,1658916,29122,24990042,16275303,9575,115559009,112190977,13,1.0147,342353,337.5434
Ethiopia,"112,078,730",32.34,66.2,9.145,40.489673,Africa,8/8/2021,284091,4426,2270390,3069384,424,123379924,117190911,12,1.0257,1104300,111.7268
Morocco,"36,910,560",18.94,76.5,31.791702,-7.09262,Africa,8/8/2021,696282,10335,25968795,7301866,8990,37457971,36688772,40,1.0103,446550,83.883
Australia,"25,766,605",12.6,82.7,-25.274398,133.775136,Oceania,8/8/2021,36630,939,13760468,26535025,302,26177413,25670051,55,1.0099,7692024,3.4032
Belgium,"11,484,055",10.3,81.6,50.503887,4.469936,Europe,8/8/2021,1136726,25268,15333629,17706354,0,11655930,11561717,81,1.0038,30528,381.8111
Georgia,"3,720,382",13.47,73.6,42.315407,43.356892,Asia,8/8/2021,447913,6084,641242,5479436,3344,3744385,3765912,131,0.9964,69700,53.7214
Malta,"502,653",9.2,82.3,35.937496,14.375416,Europe,8/8/2021,34846,426,774907,1117196,59,533286,515357,173,1.0124,316,1687.6139
Azerbaijan,"10,023,318",14,72.9,40.143105,47.576927,Asia,8/8/2021,351825,5063,5418243,4116768,1220,10358074,10284951,91,1.0044,86600,119.6082
India,"1,366,417,754",17.86,69.4,20.593684,78.96288,Asia,8/8/2021,31969954,428309,508664759,480039185,35499,1417173173,1396387127,2,1.0068,3287590,431.0675
Denmark,"5,818,553",10.6,81,56.26392,9.501785,Europe,8/8/2021,323786,2552,7661375,38381055,821,5882261,5825641,115,1.0048,43094,136.4984
Serbia,"6,944,975",9.2,75.5,44.016521,21.005859,Europe,8/8/2021,725702,7139,5583030,4745124,457,7221365,7358005,105,0.9897,88361,81.7257
Nepal,"28,608,710",19.89,70.5,28.394857,84.124008,Asia,8/8/2021,714877,10093,6986451,4041329,2137,30547580,29348627,49,1.0171,147181,207.5511
Bolivia,"11,513,100",21.75,71.2,-16.290154,-63.588653,South America,8/8/2021,477696,17971,4735491,2137494,434,12224110,11936162,80,1.012,1098581,11.1272
Canada,"36,991,981",10.1,81.9,56.130366,-106.346771,North America,8/8/2021,1443469,26866,50748242,38893417,729,38454327,37888705,39,1.0078,9984670,3.8513
Luxembourg,"645,397",10.3,82.1,49.815273,6.129583,Europe,8/8/2021,74262,824,732624,3328352,0,647599,630399,168,1.0129,2586,250.425
Portugal,"10,269,417",8.5,81.3,39.399872,-8.224454,Europe,8/8/2021,986967,17467,12955410,15805037,1982,10270865,10298192,92,0.9981,92090,111.5307
Lithuania,"2,786,844",10,75.7,55.169438,23.881275,Europe,8/8/2021,286103,4427,2687235,4301720,377,2750055,2820267,141,0.9869,65300,42.1142
Bangladesh,"167,310,838",18.18,72.3,23.684994,90.356331,Asia,8/8/2021,1353695,22652,17678802,8064002,10299,171186372,167420951,8,1.0108,147570,1160.035
Italy,"60,297,396",7.3,82.9,41.87194,12.56738,Europe,8/8/2021,4396417,128220,72104251,79174903,5733,59037474,59500579,25,0.9966,301336,195.9191
Israel,"9,053,300",20.8,82.8,31.046051,34.851612,Asia,8/8/2021,900482,6542,11772957,19883401,3156,9038309,8757489,98,1.0155,20770,435.1617
Slovakia,"5,454,073",10.6,77.2,48.669026,19.699024,Europe,8/8/2021,776988,12541,4458454,40736195,54,5643453,5456681,116,1.0359,49037,115.0856
Uruguay,"3,461,734",13.86,77.8,-32.522779,-55.765835,South America,8/8/2021,382506,5986,4914753,3137908,146,3422794,3429086,133,0.999,181034,18.9069
Liechtenstein,"38,019",9.9,83,47.1410392,9.520935,Europe,8/8/2021,3205,58,39224,58490,2,39327,38756,216,1.0074,160,245.7937
Slovenia,"2,087,946",9.4,81,46.151241,14.995463,Europe,8/8/2021,260109,4433,1739007,1403232,68,2119844,2117641,148,1.0002,20273,104.5649
Thailand,"69,625,582",10.34,76.9,15.870032,100.992541,Asia,8/8/2021,756505,6204,20669780,11050558,19983,71697030,71475664,20,1.0013,513120,139.7276
Turkey,"83,429,615",16.03,77.4,38.963745,35.243322,Asia,8/8/2021,5918540,52088,76029390,69842528,22699,85341241,84135428,18,1.0067,783562,108.9145
United Kingdom,"66,834,405",11,81.3,55.378051,-3.435973,Europe,8/8/2021,6078991,130411,86611177,240238517,27141,67508936,67059474,21,1.0034,242900,277.9289
Chile,"18,952,038",12.43,80,-35.675147,-71.542969,South America,8/8/2021,1623363,36016,26307071,18862231,854,19603733,19300315,65,1.0057,756102,25.9274
Maldives,"530,953",14.2,78.6,3.202778,73.22068,Asia,8/8/2021,78356,222,617585,1248292,113,523787,514438,174,1.0045,300,1745.9567
United States,"328,239,523",11.6,78.5,37.09024,-95.712891,North America,8/8/2021,35905201,616677,358951814,502115140,32700,338289857,335942003,3,1.0038,9372610,36.0935
France,"67,059,887",11.3,82.5,46.227638,2.213749,Europe,8/9/2021,6354163,112338,78901997,111453192,5775,64626628,64480053,23,1.0015,551695,117.1419
Guatemala,"16,604,026",24.56,74.1,15.783471,-90.230759,North America,8/9/2021,391118,10808,2777441,1964343,604,17843908,17362718,68,1.0134,108889,163.8725
United Kingdom,"66,834,405",11,81.3,55.378051,-3.435973,Europe,8/9/2021,6103912,130448,86780455,241006064,24921,67508936,67059474,21,1.0034,242900,277.9289
Suriname,"581,372",18.54,71.6,3.919305,-56.027783,South America,8/9/2021,26046,667,263823,27336,44,618040,607065,170,1.0082,163820,3.7727
Paraguay,"7,044,636",20.57,74.1,-23.442503,-58.443832,South America,8/9/2021,455389,15315,3100348,1706409,269,6780744,6618695,109,1.0115,406752,16.6705
Luxembourg,"645,397",10.3,82.1,49.815273,6.129583,Europe,8/9/2021,74395,825,735454,3332658,133,647599,630399,168,1.0129,2586,250.425
Bangladesh,"167,310,838",18.18,72.3,23.684994,90.356331,Asia,8/9/2021,1365158,22897,18675672,8111209,11463,171186372,167420951,8,1.0108,147570,1160.035
South Korea,"51,709,098",6.4,82.6,35.907757,127.766922,Asia,8/9/2021,213987,2134,28469589,21480002,1539,51815810,51844690,29,0.9997,100210,517.0722
Maldives,"530,953",14.2,78.6,3.202778,73.22068,Asia,8/9/2021,78464,222,620415,1255495,108,523787,514438,174,1.0045,300,1745.9567
Russia,"144,373,535",11.5,72.7,61.52401,105.318756,Europe,8/9/2021,6384195,162860,66369168,169763737,21554,144713314,145617329,9,0.9973,17098242,8.4636
Pakistan,"216,565,318",28.25,67.1,30.375321,69.345116,Asia,8/9/2021,1075504,24004,38722292,16501934,3884,235824862,227196741,5,1.0191,881912,267.4018
Australia,"25,766,605",12.6,82.7,-25.274398,133.775136,Oceania,8/9/2021,37010,943,13978253,26751476,380,26177413,25670051,55,1.0099,7692024,3.4032
Ukraine,"44,385,155",8.7,71.6,48.379433,31.16558,Europe,8/9/2021,2345166,55890,6678726,11537474,906,39701739,43909666,38,0.912,603500,65.7858
Zambia,"17,861,030",36.19,63.5,-13.133897,27.849332,Africa,8/9/2021,200201,3491,496594,2145033,152,20017675,18927715,63,1.028,752612,26.5976
Fiji,"889,953",21.28,67.3,-17.713371,178.065032,Oceania,8/9/2021,37582,317,690888,342250,603,929766,920422,162,1.0056,18272,50.8847
Ethiopia,"112,078,730",32.34,66.2,9.145,40.489673,Africa,8/9/2021,284531,4430,2286107,3074994,440,123379924,117190911,12,1.0257,1104300,111.7268
Dominican Republic,"10,738,958",19.51,73.9,18.735693,-70.162651,North America,8/9/2021,344625,3974,10500107,1875579,130,11228821,10999664,84,1.01,48671,230.7087
Georgia,"3,720,382",13.47,73.6,42.315407,43.356892,Asia,8/9/2021,450149,6128,664997,5502875,2236,3744385,3765912,131,0.9964,69700,53.7214
Chile,"18,952,038",12.43,80,-35.675147,-71.542969,South America,8/9/2021,1624316,36107,26405455,18919302,953,19603733,19300315,65,1.0057,756102,25.9274
Mozambique,"30,366,036",37.52,60.2,-18.665695,35.529562,Africa,8/9/2021,133177,1628,1386326,779449,725,32969517,31178239,48,1.0278,801590,41.1302
Indonesia,"270,203,917",18.07,71.5,-0.789275,113.921327,Asia,8/9/2021,3686740,108571,74842339,19031741,20709,275501339,271857970,4,1.0064,1904569,144.6529
Trinidad and Tobago,"1,394,973",12.94,73.4,10.691803,-61.222503,North America,8/9/2021,40361,1139,649175,278917,128,1531044,1518147,153,1.0035,5130,298.4491
Azerbaijan,"10,023,318",14,72.9,40.143105,47.576927,Asia,8/9/2021,352926,5072,5418754,4123715,1101,10358074,10284951,91,1.0044,86600,119.6082
Croatia,"4,067,500",9,78.1,45.1,15.2,Europe,8/9/2021,365089,8273,3131892,2356266,44,4030358,4096868,130,0.9927,56594,71.2153
Switzerland,"8,574,832",10,83.6,46.818188,8.227512,Europe,8/9/2021,727113,10800,9190892,8844864,3145,8740472,8638613,101,1.0056,41284,211.7157
Spain,"47,076,781",7.9,83.3,40.463667,-3.74922,Europe,8/9/2021,4627770,82125,59429601,53991531,39638,47558630,47363807,30,1.0015,505992,93.9909
New Zealand,"4,841,000",11.98,81.9,-40.900557,174.885971,Oceania,8/9/2021,2902,26,2251668,2525687,12,5185288,5061133,123,1.0108,270467,19.1716
Thailand,"69,625,582",10.34,76.9,15.870032,100.992541,Asia,8/9/2021,776108,6353,21171110,11107444,19603,71697030,71475664,20,1.0013,513120,139.7276
Uruguay,"3,461,734",13.86,77.8,-32.522779,-55.765835,South America,8/9/2021,382607,5989,4943256,3145617,101,3422794,3429086,133,0.999,181034,18.9069
India,"1,366,417,754",17.86,69.4,20.593684,78.96288,Asia,8/9/2021,31998158,428682,514500268,481767232,28204,1417173173,1396387127,2,1.0068,3287590,431.0675
Jordan,"10,101,694",21.98,74.4,30.585164,36.238414,Asia,8/9/2021,778093,10135,5620347,8647687,929,11285869,10928721,83,1.0123,89342,126.3221
Malaysia,"32,447,385",16.75,76,4.210484,101.975766,Asia,8/9/2021,1279776,10961,25483190,22965490,17236,33938221,33199993,45,1.0109,330803,102.5934
Malta,"502,653",9.2,82.3,35.937496,14.375416,Europe,8/9/2021,34902,428,777181,1119811,56,533286,515357,173,1.0124,316,1687.6139
Serbia,"6,944,975",9.2,75.5,44.016521,21.005859,Europe,8/9/2021,726454,7143,5592904,4755787,752,7221365,7358005,105,0.9897,88361,81.7257
Cyprus,"1,198,575",10.46,80.8,35.126413,33.429859,Europe,8/9/2021,107704,444,1027680,10622098,389,1251488,1237537,158,1.0059,9251,135.2814
Portugal,"10,269,417",8.5,81.3,39.399872,-8.224454,Europe,8/9/2021,988061,17485,13026338,15865745,1094,10270865,10298192,92,0.9981,92090,111.5307
Morocco,"36,910,560",18.94,76.5,31.791702,-7.09262,Africa,8/9/2021,701325,10404,26412218,7320718,5043,37457971,36688772,40,1.0103,446550,83.883
Mexico,"126,014,024",17.6,75,23.634501,-102.552784,North America,8/9/2021,2978330,244690,72132661,8645537,6513,127504125,125998302,10,1.0063,1964375,64.9082
Israel,"9,053,300",20.8,82.8,31.046051,34.851612,Asia,8/9/2021,906405,6559,11857774,20024517,5923,9038309,8757489,98,1.0155,20770,435.1617
Liechtenstein,"38,019",9.9,83,47.1410392,9.520935,Europe,8/9/2021,3210,58,39814,58671,5,39327,38756,216,1.0074,160,245.7937
Turkey,"83,429,615",16.03,77.4,38.963745,35.243322,Asia,8/9/2021,5942271,52313,76602059,70087781,23731,85341241,84135428,18,1.0067,783562,108.9145
Denmark,"5,818,553",10.6,81,56.26392,9.501785,Europe,8/9/2021,324721,2552,7726795,38440803,935,5882261,5825641,115,1.0048,43094,136.4984
Bolivia,"11,513,100",21.75,71.2,-16.290154,-63.588653,South America,8/9/2021,478671,18004,4779544,2143428,975,12224110,11936162,80,1.012,1098581,11.1272
Canada,"36,991,981",10.1,81.9,56.130366,-106.346771,North America,8/9/2021,1446326,26876,50933683,39024434,2857,38454327,37888705,39,1.0078,9984670,3.8513
Nepal,"28,608,710",19.89,70.5,28.394857,84.124008,Asia,8/9/2021,717486,10115,7131481,4057923,2609,30547580,29348627,49,1.0171,147181,207.5511
United States,"328,239,523",11.6,78.5,37.09024,-95.712891,North America,8/9/2021,36070636,617175,359733619,503248333,165435,338289857,335942003,3,1.0038,9372610,36.0935
Belgium,"11,484,055",10.3,81.6,50.503887,4.469936,Europe,8/9/2021,1141379,25274,15404473,17754158,4653,11655930,11561717,81,1.0038,30528,381.8111
Latvia,"1,912,789",10,74.7,56.879635,24.603189,Europe,8/9/2021,139462,2559,1362781,3145905,41,1850651,1897052,151,0.9876,64559,28.666
Zimbabwe,"14,645,468",30.68,61.2,-19.015438,29.154857,Africa,8/9/2021,116853,3919,2941508,1022496,526,16320537,15669666,74,1.0204,390757,41.7665
Poland,"37,970,874",10.2,77.6,51.919438,19.145136,Europe,8/9/2021,2884162,75285,35050510,18532479,64,39857145,38428366,37,1.0404,312679,127.4698
Peru,"32,510,453",17.95,76.5,-9.189967,-75.015152,South America,8/9/2021,2125848,197029,15707923,15861011,503,34049588,33304756,44,1.0099,1285216,26.4933
Greece,"10,716,322",8.1,81.3,39.074208,21.824312,Europe,8/9/2021,516785,13097,10843911,13545528,2593,10384971,10512232,90,0.9942,131990,78.68
Japan,"126,226,568",7.4,84.2,36.204824,138.252924,Asia,8/9/2021,1045392,15294,102913015,18251075,12178,123951692,125244761,11,0.9947,377930,327.9753
Bahrain,"1,501,635",13.99,77.2,26.0667,50.5577,Asia,8/9/2021,270161,1384,2379542,5585146,101,1472233,1477469,154,1.0061,765,1924.4876
Lithuania,"2,786,844",10,75.7,55.169438,23.881275,Europe,8/9/2021,286408,4430,2705274,4318788,305,2750055,2820267,141,0.9869,65300,42.1142
Costa Rica,"5,047,561",13.97,80.1,9.748917,-83.753428,North America,8/9/2021,420462,5162,3643509,1525058,3785,5180829,5123105,124,1.0052,51100,101.3861
Colombia,"50,339,443",14.88,77.1,4.570868,-74.297333,South America,8/9/2021,4843007,122601,30639657,23005903,4023,51874024,50930662,28,1.0069,1141748,45.4339
Estonia,"1,331,824",10.9,78.2,58.595272,25.013607,Europe,8/9/2021,135223,1277,1177631,1661522,147,1326062,1329444,156,0.998,45227,29.3201
Saudi Arabia,"34,268,528",17.8,75,23.885942,45.079162,Asia,8/9/2021,531935,8311,30221244,26008288,0,36408820,35997107,41,1.0128,2149690,16.9368
Qatar,"2,832,067",9.54,80.1,25.354826,51.183884,Asia,8/9/2021,227899,601,3990966,896866,210,2695122,2760385,143,1.0026,11586,232.6189
Italy,"60,297,396",7.3,82.9,41.87194,12.56738,Europe,8/9/2021,4400617,128242,72511914,79277767,4200,59037474,59500579,25,0.9966,301336,195.9191
Nigeria,"200,963,599",37.91,54.3,9.081999,8.675277,Africa,8/9/2021,178508,2192,3967013,2589130,422,218541212,208327405,6,1.0241,923768,236.5759
United Arab Emirates,"9,770,529",10.33,77.8,23.424076,53.847818,Asia,8/9/2021,694285,1978,17137750,68126361,1321,9441129,9287289,97,1.0081,83600,112.9322
Iran,"82,913,906",18.78,76.5,32.427908,53.688046,Asia,8/9/2021,4199537,94603,16213714,26586805,40808,88550570,87290193,17,1.0071,1648195,53.7258
Argentina,"44,938,712",17.02,76.5,-38.416097,-63.616672,South America,8/9/2021,5029075,107961,34902791,20555266,10180,45510318,45036032,33,1.0052,2780400,16.3683
